institution_id,criterion,value,category_type,category,criterion_cat,n_true,p_true,p_rank
12,inequality,1,sub,enemy_words,"    ""Inequality""    ",20,0.5405405405405406,11
13,inequality,0,sub,enemy_words,"    ""Inequality""    ",22,0.5945945945945946,5
14,inequality,0,sub,enemy_words,"    ""Inequality""    ",14,0.3783783783783784,37
15,inequality,0,sub,enemy_words,"    ""Inequality""    ",19,0.5135135135135135,15
16,inequality,1,sub,enemy_words,"    ""Inequality""    ",16,0.43243243243243246,30
17,inequality,0,sub,enemy_words,"    ""Inequality""    ",20,0.5405405405405406,12
18,inequality,1,sub,enemy_words,"    ""Inequality""    ",18,0.4864864864864865,20
19,inequality,0,sub,enemy_words,"    ""Inequality""    ",17,0.4594594594594595,25
20,inequality,0,sub,enemy_words,"    ""Inequality""    ",20,0.5405405405405406,13
21,inequality,0,sub,enemy_words,"    ""Inequality""    ",14,0.3783783783783784,38
22,inequality,0,sub,enemy_words,"    ""Inequality""    ",21,0.5675675675675675,6
23,inequality,0,sub,enemy_words,"    ""Inequality""    ",15,0.40540540540540543,33
24,inequality,0,sub,enemy_words,"    ""Inequality""    ",19,0.5135135135135135,16
25,inequality,0,sub,enemy_words,"    ""Inequality""    ",18,0.4864864864864865,21
26,inequality,0,sub,enemy_words,"    ""Inequality""    ",10,0.2702702702702703,52
27,inequality,0,sub,enemy_words,"    ""Inequality""    ",26,0.7027027027027027,1
28,inequality,0,sub,enemy_words,"    ""Inequality""    ",17,0.4594594594594595,26
29,inequality,1,sub,enemy_words,"    ""Inequality""    ",11,0.2972972972972973,50
30,inequality,0,sub,enemy_words,"    ""Inequality""    ",13,0.35135135135135137,44
31,inequality,1,sub,enemy_words,"    ""Inequality""    ",21,0.5675675675675675,7
32,inequality,0,sub,enemy_words,"    ""Inequality""    ",15,0.40540540540540543,34
33,inequality,0,sub,enemy_words,"    ""Inequality""    ",25,0.6756756756756757,2
34,inequality,0,sub,enemy_words,"    ""Inequality""    ",9,0.24324324324324326,54
35,inequality,0,sub,enemy_words,"    ""Inequality""    ",8,0.21621621621621623,55
36,inequality,0,sub,enemy_words,"    ""Inequality""    ",19,0.5135135135135135,17
37,inequality,0,sub,enemy_words,"    ""Inequality""    ",16,0.43243243243243246,31
38,inequality,1,sub,enemy_words,"    ""Inequality""    ",18,0.4864864864864865,22
39,inequality,0,sub,enemy_words,"    ""Inequality""    ",12,0.32432432432432434,49
40,inequality,0,sub,enemy_words,"    ""Inequality""    ",13,0.35135135135135137,45
41,inequality,0,sub,enemy_words,"    ""Inequality""    ",17,0.4594594594594595,27
42,inequality,0,sub,enemy_words,"    ""Inequality""    ",19,0.5135135135135135,18
43,inequality,0,sub,enemy_words,"    ""Inequality""    ",21,0.5675675675675675,8
44,inequality,0,sub,enemy_words,"    ""Inequality""    ",19,0.5135135135135135,19
45,inequality,0,sub,enemy_words,"    ""Inequality""    ",7,0.1891891891891892,56
46,inequality,1,sub,enemy_words,"    ""Inequality""    ",15,0.40540540540540543,35
47,inequality,0,sub,enemy_words,"    ""Inequality""    ",14,0.3783783783783784,39
48,inequality,0,sub,enemy_words,"    ""Inequality""    ",21,0.5675675675675675,9
49,inequality,0,sub,enemy_words,"    ""Inequality""    ",13,0.35135135135135137,46
50,inequality,0,sub,enemy_words,"    ""Inequality""    ",17,0.4594594594594595,28
51,inequality,0,sub,enemy_words,"    ""Inequality""    ",18,0.4864864864864865,23
52,inequality,1,sub,enemy_words,"    ""Inequality""    ",21,0.5675675675675675,10
53,inequality,0,sub,enemy_words,"    ""Inequality""    ",18,0.4864864864864865,24
54,inequality,0,sub,enemy_words,"    ""Inequality""    ",13,0.35135135135135137,47
55,inequality,0,sub,enemy_words,"    ""Inequality""    ",13,0.35135135135135137,48
56,inequality,0,sub,enemy_words,"    ""Inequality""    ",14,0.3783783783783784,40
1,injustice,1,sub,enemy_words,"    ""Injustice""    ",24,0.6486486486486487,3
2,injustice,1,sub,enemy_words,"    ""Injustice""    ",14,0.3783783783783784,36
3,injustice,0,sub,enemy_words,"    ""Injustice""    ",13,0.35135135135135137,41
4,injustice,0,sub,enemy_words,"    ""Injustice""    ",9,0.24324324324324326,53
5,injustice,1,sub,enemy_words,"    ""Injustice""    ",16,0.43243243243243246,29
6,injustice,0,sub,enemy_words,"    ""Injustice""    ",23,0.6216216216216216,4
7,injustice,0,sub,enemy_words,"    ""Injustice""    ",13,0.35135135135135137,42
8,injustice,0,sub,enemy_words,"    ""Injustice""    ",15,0.40540540540540543,32
9,injustice,0,sub,enemy_words,"    ""Injustice""    ",19,0.5135135135135135,14
10,injustice,1,sub,enemy_words,"    ""Injustice""    ",10,0.2702702702702703,51
11,injustice,0,sub,enemy_words,"    ""Injustice""    ",13,0.35135135135135137,43
12,injustice,1,sub,enemy_words,"    ""Injustice""    ",20,0.5405405405405406,11
13,injustice,1,sub,enemy_words,"    ""Injustice""    ",22,0.5945945945945946,5
14,injustice,0,sub,enemy_words,"    ""Injustice""    ",14,0.3783783783783784,37
15,injustice,1,sub,enemy_words,"    ""Injustice""    ",19,0.5135135135135135,15
16,injustice,1,sub,enemy_words,"    ""Injustice""    ",16,0.43243243243243246,30
17,injustice,0,sub,enemy_words,"    ""Injustice""    ",20,0.5405405405405406,12
18,injustice,0,sub,enemy_words,"    ""Injustice""    ",18,0.4864864864864865,20
19,injustice,0,sub,enemy_words,"    ""Injustice""    ",17,0.4594594594594595,25
20,injustice,1,sub,enemy_words,"    ""Injustice""    ",20,0.5405405405405406,13
21,injustice,0,sub,enemy_words,"    ""Injustice""    ",14,0.3783783783783784,38
22,injustice,1,sub,enemy_words,"    ""Injustice""    ",21,0.5675675675675675,6
23,injustice,1,sub,enemy_words,"    ""Injustice""    ",15,0.40540540540540543,33
24,injustice,0,sub,enemy_words,"    ""Injustice""    ",19,0.5135135135135135,16
25,injustice,1,sub,enemy_words,"    ""Injustice""    ",18,0.4864864864864865,21
26,injustice,1,sub,enemy_words,"    ""Injustice""    ",10,0.2702702702702703,52
27,injustice,1,sub,enemy_words,"    ""Injustice""    ",26,0.7027027027027027,1
28,injustice,1,sub,enemy_words,"    ""Injustice""    ",17,0.4594594594594595,26
29,injustice,1,sub,enemy_words,"    ""Injustice""    ",11,0.2972972972972973,50
30,injustice,0,sub,enemy_words,"    ""Injustice""    ",13,0.35135135135135137,44
31,injustice,1,sub,enemy_words,"    ""Injustice""    ",21,0.5675675675675675,7
32,injustice,0,sub,enemy_words,"    ""Injustice""    ",15,0.40540540540540543,34
33,injustice,1,sub,enemy_words,"    ""Injustice""    ",25,0.6756756756756757,2
34,injustice,1,sub,enemy_words,"    ""Injustice""    ",9,0.24324324324324326,54
35,injustice,0,sub,enemy_words,"    ""Injustice""    ",8,0.21621621621621623,55
36,injustice,0,sub,enemy_words,"    ""Injustice""    ",19,0.5135135135135135,17
37,injustice,1,sub,enemy_words,"    ""Injustice""    ",16,0.43243243243243246,31
38,injustice,1,sub,enemy_words,"    ""Injustice""    ",18,0.4864864864864865,22
39,injustice,0,sub,enemy_words,"    ""Injustice""    ",12,0.32432432432432434,49
40,injustice,0,sub,enemy_words,"    ""Injustice""    ",13,0.35135135135135137,45
41,injustice,0,sub,enemy_words,"    ""Injustice""    ",17,0.4594594594594595,27
42,injustice,0,sub,enemy_words,"    ""Injustice""    ",19,0.5135135135135135,18
43,injustice,1,sub,enemy_words,"    ""Injustice""    ",21,0.5675675675675675,8
44,injustice,0,sub,enemy_words,"    ""Injustice""    ",19,0.5135135135135135,19
45,injustice,1,sub,enemy_words,"    ""Injustice""    ",7,0.1891891891891892,56
46,injustice,1,sub,enemy_words,"    ""Injustice""    ",15,0.40540540540540543,35
47,injustice,1,sub,enemy_words,"    ""Injustice""    ",14,0.3783783783783784,39
48,injustice,1,sub,enemy_words,"    ""Injustice""    ",21,0.5675675675675675,9
49,injustice,0,sub,enemy_words,"    ""Injustice""    ",13,0.35135135135135137,46
50,injustice,1,sub,enemy_words,"    ""Injustice""    ",17,0.4594594594594595,28
51,injustice,0,sub,enemy_words,"    ""Injustice""    ",18,0.4864864864864865,23
52,injustice,1,sub,enemy_words,"    ""Injustice""    ",21,0.5675675675675675,10
53,injustice,0,sub,enemy_words,"    ""Injustice""    ",18,0.4864864864864865,24
54,injustice,1,sub,enemy_words,"    ""Injustice""    ",13,0.35135135135135137,47
55,injustice,0,sub,enemy_words,"    ""Injustice""    ",13,0.35135135135135137,48
56,injustice,0,sub,enemy_words,"    ""Injustice""    ",14,0.3783783783783784,40
1,inequity,1,sub,enemy_words,"    ""Inequity""    ",24,0.6486486486486487,3
2,inequity,1,sub,enemy_words,"    ""Inequity""    ",14,0.3783783783783784,36
3,inequity,0,sub,enemy_words,"    ""Inequity""    ",13,0.35135135135135137,41
4,inequity,0,sub,enemy_words,"    ""Inequity""    ",9,0.24324324324324326,53
5,inequity,1,sub,enemy_words,"    ""Inequity""    ",16,0.43243243243243246,29
6,inequity,1,sub,enemy_words,"    ""Inequity""    ",23,0.6216216216216216,4
7,inequity,0,sub,enemy_words,"    ""Inequity""    ",13,0.35135135135135137,42
8,inequity,0,sub,enemy_words,"    ""Inequity""    ",15,0.40540540540540543,32
9,inequity,1,sub,enemy_words,"    ""Inequity""    ",19,0.5135135135135135,14
10,inequity,0,sub,enemy_words,"    ""Inequity""    ",10,0.2702702702702703,51
11,inequity,0,sub,enemy_words,"    ""Inequity""    ",13,0.35135135135135137,43
12,inequity,0,sub,enemy_words,"    ""Inequity""    ",20,0.5405405405405406,11
13,inequity,1,sub,enemy_words,"    ""Inequity""    ",22,0.5945945945945946,5
14,inequity,0,sub,enemy_words,"    ""Inequity""    ",14,0.3783783783783784,37
15,inequity,0,sub,enemy_words,"    ""Inequity""    ",19,0.5135135135135135,15
16,inequity,0,sub,enemy_words,"    ""Inequity""    ",16,0.43243243243243246,30
17,inequity,1,sub,enemy_words,"    ""Inequity""    ",20,0.5405405405405406,12
18,inequity,0,sub,enemy_words,"    ""Inequity""    ",18,0.4864864864864865,20
19,inequity,0,sub,enemy_words,"    ""Inequity""    ",17,0.4594594594594595,25
20,inequity,1,sub,enemy_words,"    ""Inequity""    ",20,0.5405405405405406,13
21,inequity,0,sub,enemy_words,"    ""Inequity""    ",14,0.3783783783783784,38
22,inequity,0,sub,enemy_words,"    ""Inequity""    ",21,0.5675675675675675,6
23,inequity,1,sub,enemy_words,"    ""Inequity""    ",15,0.40540540540540543,33
24,inequity,1,sub,enemy_words,"    ""Inequity""    ",19,0.5135135135135135,16
25,inequity,0,sub,enemy_words,"    ""Inequity""    ",18,0.4864864864864865,21
26,inequity,0,sub,enemy_words,"    ""Inequity""    ",10,0.2702702702702703,52
27,inequity,1,sub,enemy_words,"    ""Inequity""    ",26,0.7027027027027027,1
28,inequity,1,sub,enemy_words,"    ""Inequity""    ",17,0.4594594594594595,26
29,inequity,0,sub,enemy_words,"    ""Inequity""    ",11,0.2972972972972973,50
30,inequity,0,sub,enemy_words,"    ""Inequity""    ",13,0.35135135135135137,44
31,inequity,1,sub,enemy_words,"    ""Inequity""    ",21,0.5675675675675675,7
32,inequity,1,sub,enemy_words,"    ""Inequity""    ",15,0.40540540540540543,34
33,inequity,1,sub,enemy_words,"    ""Inequity""    ",25,0.6756756756756757,2
34,inequity,0,sub,enemy_words,"    ""Inequity""    ",9,0.24324324324324326,54
35,inequity,0,sub,enemy_words,"    ""Inequity""    ",8,0.21621621621621623,55
36,inequity,1,sub,enemy_words,"    ""Inequity""    ",19,0.5135135135135135,17
37,inequity,1,sub,enemy_words,"    ""Inequity""    ",16,0.43243243243243246,31
38,inequity,1,sub,enemy_words,"    ""Inequity""    ",18,0.4864864864864865,22
39,inequity,0,sub,enemy_words,"    ""Inequity""    ",12,0.32432432432432434,49
40,inequity,0,sub,enemy_words,"    ""Inequity""    ",13,0.35135135135135137,45
41,inequity,0,sub,enemy_words,"    ""Inequity""    ",17,0.4594594594594595,27
42,inequity,1,sub,enemy_words,"    ""Inequity""    ",19,0.5135135135135135,18
43,inequity,1,sub,enemy_words,"    ""Inequity""    ",21,0.5675675675675675,8
44,inequity,1,sub,enemy_words,"    ""Inequity""    ",19,0.5135135135135135,19
45,inequity,0,sub,enemy_words,"    ""Inequity""    ",7,0.1891891891891892,56
46,inequity,0,sub,enemy_words,"    ""Inequity""    ",15,0.40540540540540543,35
47,inequity,0,sub,enemy_words,"    ""Inequity""    ",14,0.3783783783783784,39
48,inequity,1,sub,enemy_words,"    ""Inequity""    ",21,0.5675675675675675,9
49,inequity,0,sub,enemy_words,"    ""Inequity""    ",13,0.35135135135135137,46
50,inequity,1,sub,enemy_words,"    ""Inequity""    ",17,0.4594594594594595,28
51,inequity,0,sub,enemy_words,"    ""Inequity""    ",18,0.4864864864864865,23
52,inequity,1,sub,enemy_words,"    ""Inequity""    ",21,0.5675675675675675,10
53,inequity,1,sub,enemy_words,"    ""Inequity""    ",18,0.4864864864864865,24
54,inequity,0,sub,enemy_words,"    ""Inequity""    ",13,0.35135135135135137,47
55,inequity,1,sub,enemy_words,"    ""Inequity""    ",13,0.35135135135135137,48
56,inequity,0,sub,enemy_words,"    ""Inequity""    ",14,0.3783783783783784,40
1,disparity,1,sub,enemy_words,"    ""Disparity""    ",24,0.6486486486486487,3
2,disparity,0,sub,enemy_words,"    ""Disparity""    ",14,0.3783783783783784,36
3,disparity,0,sub,enemy_words,"    ""Disparity""    ",13,0.35135135135135137,41
4,disparity,0,sub,enemy_words,"    ""Disparity""    ",9,0.24324324324324326,53
5,disparity,1,sub,enemy_words,"    ""Disparity""    ",16,0.43243243243243246,29
6,disparity,1,sub,enemy_words,"    ""Disparity""    ",23,0.6216216216216216,4
7,disparity,0,sub,enemy_words,"    ""Disparity""    ",13,0.35135135135135137,42
8,disparity,0,sub,enemy_words,"    ""Disparity""    ",15,0.40540540540540543,32
9,disparity,0,sub,enemy_words,"    ""Disparity""    ",19,0.5135135135135135,14
10,disparity,0,sub,enemy_words,"    ""Disparity""    ",10,0.2702702702702703,51
11,disparity,0,sub,enemy_words,"    ""Disparity""    ",13,0.35135135135135137,43
12,disparity,1,sub,enemy_words,"    ""Disparity""    ",20,0.5405405405405406,11
13,disparity,1,sub,enemy_words,"    ""Disparity""    ",22,0.5945945945945946,5
14,disparity,0,sub,enemy_words,"    ""Disparity""    ",14,0.3783783783783784,37
15,disparity,1,sub,enemy_words,"    ""Disparity""    ",19,0.5135135135135135,15
16,disparity,1,sub,enemy_words,"    ""Disparity""    ",16,0.43243243243243246,30
17,disparity,1,sub,enemy_words,"    ""Disparity""    ",20,0.5405405405405406,12
18,disparity,1,sub,enemy_words,"    ""Disparity""    ",18,0.4864864864864865,20
19,disparity,1,sub,enemy_words,"    ""Disparity""    ",17,0.4594594594594595,25
20,disparity,1,sub,enemy_words,"    ""Disparity""    ",20,0.5405405405405406,13
21,disparity,1,sub,enemy_words,"    ""Disparity""    ",14,0.3783783783783784,38
22,disparity,0,sub,enemy_words,"    ""Disparity""    ",21,0.5675675675675675,6
23,disparity,0,sub,enemy_words,"    ""Disparity""    ",15,0.40540540540540543,33
24,disparity,0,sub,enemy_words,"    ""Disparity""    ",19,0.5135135135135135,16
25,disparity,1,sub,enemy_words,"    ""Disparity""    ",18,0.4864864864864865,21
26,disparity,1,sub,enemy_words,"    ""Disparity""    ",10,0.2702702702702703,52
27,disparity,0,sub,enemy_words,"    ""Disparity""    ",26,0.7027027027027027,1
28,disparity,0,sub,enemy_words,"    ""Disparity""    ",17,0.4594594594594595,26
29,disparity,0,sub,enemy_words,"    ""Disparity""    ",11,0.2972972972972973,50
30,disparity,1,sub,enemy_words,"    ""Disparity""    ",13,0.35135135135135137,44
31,disparity,1,sub,enemy_words,"    ""Disparity""    ",21,0.5675675675675675,7
32,disparity,0,sub,enemy_words,"    ""Disparity""    ",15,0.40540540540540543,34
33,disparity,1,sub,enemy_words,"    ""Disparity""    ",25,0.6756756756756757,2
34,disparity,0,sub,enemy_words,"    ""Disparity""    ",9,0.24324324324324326,54
35,disparity,0,sub,enemy_words,"    ""Disparity""    ",8,0.21621621621621623,55
36,disparity,1,sub,enemy_words,"    ""Disparity""    ",19,0.5135135135135135,17
37,disparity,1,sub,enemy_words,"    ""Disparity""    ",16,0.43243243243243246,31
38,disparity,1,sub,enemy_words,"    ""Disparity""    ",18,0.4864864864864865,22
39,disparity,0,sub,enemy_words,"    ""Disparity""    ",12,0.32432432432432434,49
40,disparity,1,sub,enemy_words,"    ""Disparity""    ",13,0.35135135135135137,45
41,disparity,0,sub,enemy_words,"    ""Disparity""    ",17,0.4594594594594595,27
42,disparity,1,sub,enemy_words,"    ""Disparity""    ",19,0.5135135135135135,18
43,disparity,0,sub,enemy_words,"    ""Disparity""    ",21,0.5675675675675675,8
44,disparity,1,sub,enemy_words,"    ""Disparity""    ",19,0.5135135135135135,19
45,disparity,0,sub,enemy_words,"    ""Disparity""    ",7,0.1891891891891892,56
46,disparity,0,sub,enemy_words,"    ""Disparity""    ",15,0.40540540540540543,35
47,disparity,0,sub,enemy_words,"    ""Disparity""    ",14,0.3783783783783784,39
48,disparity,0,sub,enemy_words,"    ""Disparity""    ",21,0.5675675675675675,9
49,disparity,0,sub,enemy_words,"    ""Disparity""    ",13,0.35135135135135137,46
50,disparity,0,sub,enemy_words,"    ""Disparity""    ",17,0.4594594594594595,28
51,disparity,1,sub,enemy_words,"    ""Disparity""    ",18,0.4864864864864865,23
52,disparity,1,sub,enemy_words,"    ""Disparity""    ",21,0.5675675675675675,10
53,disparity,0,sub,enemy_words,"    ""Disparity""    ",18,0.4864864864864865,24
54,disparity,1,sub,enemy_words,"    ""Disparity""    ",13,0.35135135135135137,47
55,disparity,0,sub,enemy_words,"    ""Disparity""    ",13,0.35135135135135137,48
56,disparity,0,sub,enemy_words,"    ""Disparity""    ",14,0.3783783783783784,40
1,enemy_words,1,main,enemy_words,Negative sequelae,24,0.6486486486486487,3
2,enemy_words,1,main,enemy_words,Negative sequelae,14,0.3783783783783784,36
3,enemy_words,0,main,enemy_words,Negative sequelae,13,0.35135135135135137,41
4,enemy_words,0,main,enemy_words,Negative sequelae,9,0.24324324324324326,53
5,enemy_words,1,main,enemy_words,Negative sequelae,16,0.43243243243243246,29
6,enemy_words,1,main,enemy_words,Negative sequelae,23,0.6216216216216216,4
7,enemy_words,0,main,enemy_words,Negative sequelae,13,0.35135135135135137,42
8,enemy_words,0,main,enemy_words,Negative sequelae,15,0.40540540540540543,32
9,enemy_words,1,main,enemy_words,Negative sequelae,19,0.5135135135135135,14
10,enemy_words,1,main,enemy_words,Negative sequelae,10,0.2702702702702703,51
11,enemy_words,0,main,enemy_words,Negative sequelae,13,0.35135135135135137,43
12,enemy_words,1,main,enemy_words,Negative sequelae,20,0.5405405405405406,11
13,enemy_words,1,main,enemy_words,Negative sequelae,22,0.5945945945945946,5
14,enemy_words,0,main,enemy_words,Negative sequelae,14,0.3783783783783784,37
15,enemy_words,1,main,enemy_words,Negative sequelae,19,0.5135135135135135,15
16,enemy_words,1,main,enemy_words,Negative sequelae,16,0.43243243243243246,30
17,enemy_words,1,main,enemy_words,Negative sequelae,20,0.5405405405405406,12
18,enemy_words,1,main,enemy_words,Negative sequelae,18,0.4864864864864865,20
19,enemy_words,1,main,enemy_words,Negative sequelae,17,0.4594594594594595,25
20,enemy_words,1,main,enemy_words,Negative sequelae,20,0.5405405405405406,13
21,enemy_words,1,main,enemy_words,Negative sequelae,14,0.3783783783783784,38
22,enemy_words,1,main,enemy_words,Negative sequelae,21,0.5675675675675675,6
23,enemy_words,1,main,enemy_words,Negative sequelae,15,0.40540540540540543,33
24,enemy_words,1,main,enemy_words,Negative sequelae,19,0.5135135135135135,16
25,enemy_words,1,main,enemy_words,Negative sequelae,18,0.4864864864864865,21
26,enemy_words,1,main,enemy_words,Negative sequelae,10,0.2702702702702703,52
27,enemy_words,1,main,enemy_words,Negative sequelae,26,0.7027027027027027,1
28,enemy_words,1,main,enemy_words,Negative sequelae,17,0.4594594594594595,26
29,enemy_words,1,main,enemy_words,Negative sequelae,11,0.2972972972972973,50
30,enemy_words,1,main,enemy_words,Negative sequelae,13,0.35135135135135137,44
31,enemy_words,1,main,enemy_words,Negative sequelae,21,0.5675675675675675,7
32,enemy_words,1,main,enemy_words,Negative sequelae,15,0.40540540540540543,34
33,enemy_words,1,main,enemy_words,Negative sequelae,25,0.6756756756756757,2
34,enemy_words,1,main,enemy_words,Negative sequelae,9,0.24324324324324326,54
35,enemy_words,0,main,enemy_words,Negative sequelae,8,0.21621621621621623,55
36,enemy_words,1,main,enemy_words,Negative sequelae,19,0.5135135135135135,17
37,enemy_words,1,main,enemy_words,Negative sequelae,16,0.43243243243243246,31
38,enemy_words,1,main,enemy_words,Negative sequelae,18,0.4864864864864865,22
39,enemy_words,0,main,enemy_words,Negative sequelae,12,0.32432432432432434,49
40,enemy_words,1,main,enemy_words,Negative sequelae,13,0.35135135135135137,45
41,enemy_words,0,main,enemy_words,Negative sequelae,17,0.4594594594594595,27
42,enemy_words,1,main,enemy_words,Negative sequelae,19,0.5135135135135135,18
43,enemy_words,1,main,enemy_words,Negative sequelae,21,0.5675675675675675,8
44,enemy_words,1,main,enemy_words,Negative sequelae,19,0.5135135135135135,19
45,enemy_words,1,main,enemy_words,Negative sequelae,7,0.1891891891891892,56
46,enemy_words,1,main,enemy_words,Negative sequelae,15,0.40540540540540543,35
47,enemy_words,1,main,enemy_words,Negative sequelae,14,0.3783783783783784,39
48,enemy_words,1,main,enemy_words,Negative sequelae,21,0.5675675675675675,9
49,enemy_words,0,main,enemy_words,Negative sequelae,13,0.35135135135135137,46
50,enemy_words,1,main,enemy_words,Negative sequelae,17,0.4594594594594595,28
51,enemy_words,1,main,enemy_words,Negative sequelae,18,0.4864864864864865,23
52,enemy_words,1,main,enemy_words,Negative sequelae,21,0.5675675675675675,10
53,enemy_words,1,main,enemy_words,Negative sequelae,18,0.4864864864864865,24
54,enemy_words,1,main,enemy_words,Negative sequelae,13,0.35135135135135137,47
55,enemy_words,1,main,enemy_words,Negative sequelae,13,0.35135135135135137,48
56,enemy_words,0,main,enemy_words,Negative sequelae,14,0.3783783783783784,40
1,community,1,sub,hopeful_words,"    ""Community""    ",24,0.6486486486486487,3
2,community,1,sub,hopeful_words,"    ""Community""    ",14,0.3783783783783784,36
3,community,1,sub,hopeful_words,"    ""Community""    ",13,0.35135135135135137,41
4,community,1,sub,hopeful_words,"    ""Community""    ",9,0.24324324324324326,53
5,community,1,sub,hopeful_words,"    ""Community""    ",16,0.43243243243243246,29
6,community,1,sub,hopeful_words,"    ""Community""    ",23,0.6216216216216216,4
7,community,1,sub,hopeful_words,"    ""Community""    ",13,0.35135135135135137,42
8,community,1,sub,hopeful_words,"    ""Community""    ",15,0.40540540540540543,32
9,community,1,sub,hopeful_words,"    ""Community""    ",19,0.5135135135135135,14
10,community,0,sub,hopeful_words,"    ""Community""    ",10,0.2702702702702703,51
11,community,1,sub,hopeful_words,"    ""Community""    ",13,0.35135135135135137,43
12,community,1,sub,hopeful_words,"    ""Community""    ",20,0.5405405405405406,11
13,community,1,sub,hopeful_words,"    ""Community""    ",22,0.5945945945945946,5
14,community,1,sub,hopeful_words,"    ""Community""    ",14,0.3783783783783784,37
15,community,1,sub,hopeful_words,"    ""Community""    ",19,0.5135135135135135,15
16,community,1,sub,hopeful_words,"    ""Community""    ",16,0.43243243243243246,30
17,community,1,sub,hopeful_words,"    ""Community""    ",20,0.5405405405405406,12
18,community,1,sub,hopeful_words,"    ""Community""    ",18,0.4864864864864865,20
19,community,1,sub,hopeful_words,"    ""Community""    ",17,0.4594594594594595,25
20,community,1,sub,hopeful_words,"    ""Community""    ",20,0.5405405405405406,13
21,community,1,sub,hopeful_words,"    ""Community""    ",14,0.3783783783783784,38
22,community,1,sub,hopeful_words,"    ""Community""    ",21,0.5675675675675675,6
23,community,1,sub,hopeful_words,"    ""Community""    ",15,0.40540540540540543,33
24,community,1,sub,hopeful_words,"    ""Community""    ",19,0.5135135135135135,16
25,community,1,sub,hopeful_words,"    ""Community""    ",18,0.4864864864864865,21
26,community,1,sub,hopeful_words,"    ""Community""    ",10,0.2702702702702703,52
27,community,1,sub,hopeful_words,"    ""Community""    ",26,0.7027027027027027,1
28,community,1,sub,hopeful_words,"    ""Community""    ",17,0.4594594594594595,26
29,community,1,sub,hopeful_words,"    ""Community""    ",11,0.2972972972972973,50
30,community,1,sub,hopeful_words,"    ""Community""    ",13,0.35135135135135137,44
31,community,1,sub,hopeful_words,"    ""Community""    ",21,0.5675675675675675,7
32,community,1,sub,hopeful_words,"    ""Community""    ",15,0.40540540540540543,34
33,community,1,sub,hopeful_words,"    ""Community""    ",25,0.6756756756756757,2
34,community,1,sub,hopeful_words,"    ""Community""    ",9,0.24324324324324326,54
35,community,1,sub,hopeful_words,"    ""Community""    ",8,0.21621621621621623,55
36,community,1,sub,hopeful_words,"    ""Community""    ",19,0.5135135135135135,17
37,community,1,sub,hopeful_words,"    ""Community""    ",16,0.43243243243243246,31
38,community,1,sub,hopeful_words,"    ""Community""    ",18,0.4864864864864865,22
39,community,0,sub,hopeful_words,"    ""Community""    ",12,0.32432432432432434,49
40,community,1,sub,hopeful_words,"    ""Community""    ",13,0.35135135135135137,45
41,community,1,sub,hopeful_words,"    ""Community""    ",17,0.4594594594594595,27
42,community,1,sub,hopeful_words,"    ""Community""    ",19,0.5135135135135135,18
43,community,1,sub,hopeful_words,"    ""Community""    ",21,0.5675675675675675,8
44,community,1,sub,hopeful_words,"    ""Community""    ",19,0.5135135135135135,19
45,community,1,sub,hopeful_words,"    ""Community""    ",7,0.1891891891891892,56
46,community,1,sub,hopeful_words,"    ""Community""    ",15,0.40540540540540543,35
47,community,1,sub,hopeful_words,"    ""Community""    ",14,0.3783783783783784,39
48,community,1,sub,hopeful_words,"    ""Community""    ",21,0.5675675675675675,9
49,community,0,sub,hopeful_words,"    ""Community""    ",13,0.35135135135135137,46
50,community,0,sub,hopeful_words,"    ""Community""    ",17,0.4594594594594595,28
51,community,1,sub,hopeful_words,"    ""Community""    ",18,0.4864864864864865,23
52,community,1,sub,hopeful_words,"    ""Community""    ",21,0.5675675675675675,10
53,community,1,sub,hopeful_words,"    ""Community""    ",18,0.4864864864864865,24
54,community,1,sub,hopeful_words,"    ""Community""    ",13,0.35135135135135137,47
55,community,1,sub,hopeful_words,"    ""Community""    ",13,0.35135135135135137,48
56,community,1,sub,hopeful_words,"    ""Community""    ",14,0.3783783783783784,40
1,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",24,0.6486486486486487,3
2,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",14,0.3783783783783784,36
3,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",13,0.35135135135135137,41
4,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",9,0.24324324324324326,53
5,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",16,0.43243243243243246,29
6,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",23,0.6216216216216216,4
7,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",13,0.35135135135135137,42
8,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",15,0.40540540540540543,32
9,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",19,0.5135135135135135,14
10,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",10,0.2702702702702703,51
11,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",13,0.35135135135135137,43
12,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",20,0.5405405405405406,11
13,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",22,0.5945945945945946,5
14,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",14,0.3783783783783784,37
